State,Statefips,County,Countyfips,Fips,Year,Total population of area,Public Supply total population served,Public supply total withdrawals,Domestic total self-supplied withdrawals,DO-WDelv ,Industrial self-supplied groundwater withdrawals total,Industrial self-supplied surface-water withdrawals total,Industrial self-supplied total withdrawals total,Irrigation total withdrawals fresh,Irrigation acres irrigated total,Livestock total withdrawals fresh,Aquaculture groundwater withdrawals total,Aquaculture surface-water withdrawals total,Aquaculture total withdrawals total,Mining groundwater withdrawals total,Mining surface-water withdrawals total,Mining total withdrawals total,Thermoelectric groundwater withdrawals total,Thermoelectric surface-water withdrawals total,Thermoelectric total withdrawals total,Thermoelectri total consumptive use total,Thermoelectric once-through groundwater withdrawals total,Thermoelectric once-through surface-water withdrawals total,Thermoelectric once-through total withdrawals,Thermoelectric once-through total consumptive use total,Thermoelectric recirculating groundwater withdrawals total,Thermoelectric recirculating total withdrawals total,Thermoelectric recirculating total consumptive use total,Total groundwater withdrawals total,Total surface-water withdrawals total,Total withdrawals total,Irrigation and Thermoelectric total consumptive use total
GA,13,White County,311,13311,2015,28.32,14.25,1.47,1.05,1.86,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.83,2.84,0.0
GA,13,Whitfield County,313,13313,2015,104.22,99.32,23.96,0.37,8.64,0.11,0.0,0.11,0.13,0.13,0.43,0.05,0.49,0.54,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,24.86,25.61,0.13
GA,13,Wilcox County,315,13315,2015,8.86,5.75,0.44,0.23,0.58,0.0,0.0,0.0,8.45,20.09,0.27,0.14,8.86,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33,11.06,18.39,8.45
GA,13,Wilkes County,317,13317,2015,9.87,5.1,1.01,0.36,0.84,0.0,0.0,0.0,0.06,0.03,0.78,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,1.09,2.22,0.06
GA,13,Wilkinson County,319,13319,2015,9.16,6.57,0.7,0.19,0.67,12.45,0.25,12.7,0.04,0.24,0.03,0.0,0.0,0.0,0.27,1.19,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.68,1.44,15.12,0.04
GA,13,Worth County,321,13321,2015,20.7,9.27,1.01,0.86,1.45,0.0,0.0,0.0,23.49,50.89,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,20.97,4.85,25.82,23.49
HI,15,Hawaii County,1,15001,2015,196.43,144.72,39.7,7.44,28.28,0.21,0.0,0.21,26.66,39.1,1.1,6.21,6.75,12.96,0.34,0.0,0.34,1.48,0.0,1.48,0.51,0.78,0.0,0.78,0.01,0.7,0.7,0.5,60.09,29.8,89.89,22.89
HI,15,Honolulu County,3,15003,2015,998.71,998.71,168.78,0.0,143.81,0.0,0.0,0.0,83.74,26.71,0.11,1.92,3.08,5.0,0.48,0.0,0.48,3.74,356.8,360.54,2.67,0.0,356.8,356.8,0.0,3.74,3.74,2.67,190.12,428.53,618.65,71.41
HI,15,Kalawao County,5,15005,2015,0.09,0.09,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0
HI,15,Kauai County,7,15007,2015,71.74,67.97,16.34,0.54,10.33,0.03,0.0,0.03,25.85,20.34,0.2,0.34,0.0,0.34,0.05,0.0,0.05,0.0,0.44,0.44,0.0,0.0,0.44,0.44,0.0,0.0,0.0,0.0,16.71,27.08,43.79,21.68
HI,15,Maui County,9,15009,2015,164.64,163.81,42.09,0.12,23.71,0.0,0.0,0.0,248.81,48.91,0.2,0.11,0.21,0.32,0.02,0.03,0.05,16.5,0.0,16.5,0.43,15.9,0.0,15.9,0.0,0.6,0.6,0.43,91.78,216.31,308.09,210.26
ID,16,Ada County,1,16001,2015,434.21,392.43,72.71,7.06,70.56,3.87,2.86,6.73,224.48,41.45,2.26,2.55,0.0,2.55,0.86,0.86,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.63,203.88,317.51,108.29
ID,16,Adams County,3,16003,2015,3.84,2.24,0.53,0.34,0.82,0.01,0.0,0.01,35.05,7.61,0.17,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,34.22,36.19,16.3
ID,16,Bannock County,5,16005,2015,83.74,75.65,16.91,1.55,16.05,0.24,0.77,1.01,218.52,49.72,0.39,0.0,10.04,10.04,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.87,187.71,248.58,130.8
ID,16,Bear Lake County,7,16007,2015,5.92,5.82,0.37,0.01,0.28,0.0,0.01,0.01,253.15,48.61,0.41,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,250.64,253.98,137.99
ID,16,Benewah County,9,16009,2015,9.05,5.04,0.52,0.38,0.86,0.0,0.05,0.05,10.3,2.89,0.03,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,9.52,11.35,5.21
ID,16,Bingham County,11,16011,2015,44.99,22.09,1.99,1.85,3.64,5.25,0.01,5.26,841.92,256.28,1.34,13.34,0.0,13.34,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.49,421.46,865.95,580.65
ID,16,Blaine County,13,16013,2015,21.59,17.66,5.44,1.03,5.65,0.13,0.19,0.32,215.3,55.76,0.16,0.52,5.29,5.81,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.15,145.13,228.28,121.35
ID,16,Boise County,15,16015,2015,7.06,3.78,0.48,0.39,0.84,0.0,0.0,0.0,3.81,0.95,0.04,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,4.05,4.87,2.01
ID,16,Bonner County,17,16017,2015,41.86,20.22,1.71,1.65,3.19,0.03,0.9,0.93,7.27,2.2,0.08,5.33,0.35,5.68,0.0,0.69,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.86,9.15,18.01,3.85
ID,16,Bonneville County,19,16019,2015,110.09,95.96,36.62,4.84,37.7,3.05,0.2,3.25,771.68,192.24,0.85,0.0,0.0,0.0,0.11,0.12,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.56,578.91,817.47,511.67
ID,16,Boundary County,21,16021,2015,11.32,9.19,0.39,0.08,0.43,0.0,0.58,0.58,136.38,35.59,0.09,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.79,86.77,137.56,65.96
ID,16,Butte County,23,16023,2015,2.5,1.41,1.43,0.99,2.27,0.0,0.0,0.0,191.12,51.62,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.79,91.93,193.72,114.33
ID,16,Camas County,25,16025,2015,1.07,0.3,0.14,0.34,0.48,0.0,0.0,0.0,317.58,80.08,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.07,127.05,318.12,176.44
ID,16,Canyon County,27,16027,2015,207.48,151.88,15.92,5.32,19.85,12.02,0.0,12.02,918.06,170.7,3.21,21.16,0.0,21.16,0.37,0.38,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.26,707.18,976.44,439.81
ID,16,Caribou County,29,16029,2015,6.77,4.79,1.56,0.5,1.71,0.39,0.16,0.55,448.03,98.54,0.34,0.0,41.19,41.19,0.0,12.8,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.49,430.48,504.97,264.35
ID,16,Cassia County,31,16031,2015,23.51,12.83,3.66,2.85,6.27,2.46,0.43,2.89,973.02,256.11,5.13,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.98,400.79,987.77,603.15
ID,16,Clark County,33,16033,2015,0.88,0.55,0.17,0.08,0.22,0.27,0.0,0.27,144.61,38.68,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.66,92.6,145.26,83.59
ID,16,Clearwater County,35,16035,2015,8.5,5.99,1.04,0.29,0.99,0.0,0.04,0.04,32.42,9.93,0.05,0.0,127.99,127.99,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62,156.23,161.85,17.8
ID,16,Custer County,37,16037,2015,4.09,1.63,0.95,0.91,1.51,0.0,0.03,0.03,83.62,19.39,0.35,3.24,56.05,59.29,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.02,132.14,145.16,42.39
ID,16,Elmore County,39,16039,2015,25.88,24.52,5.62,0.22,4.11,0.0,0.0,0.0,377.85,91.83,2.64,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.91,284.49,386.4,260.61
ID,16,Franklin County,41,16041,2015,13.07,9.53,11.62,1.08,3.98,0.0,0.0,0.0,305.83,74.69,1.08,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.34,282.33,319.67,195.23
ID,16,Fremont County,43,16043,2015,12.82,6.52,1.34,0.8,1.63,0.58,0.0,0.58,365.64,114.61,0.29,0.0,0.12,0.12,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.1,310.78,368.88,235.18
ID,16,Gem County,45,16045,2015,16.85,6.9,0.86,0.66,1.12,0.02,0.11,0.13,147.15,20.74,0.61,0.0,0.0,0.0,0.0,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.43,140.29,149.72,61.78
ID,16,Gooding County,47,16047,2015,15.28,7.94,3.59,2.99,6.22,2.63,0.0,2.63,408.15,96.95,9.99,0.0,675.13,675.13,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.8,981.74,1102.54,226.77
ID,16,Idaho County,49,16049,2015,16.27,7.86,0.93,0.9,1.74,0.0,0.04,0.04,89.23,24.81,0.43,0.0,24.84,24.84,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,112.53,116.51,46.3
ID,16,Jefferson County,51,16051,2015,27.16,7.57,1.07,2.41,3.34,2.06,0.0,2.06,619.73,163.97,1.38,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.45,310.34,626.79,344.33
ID,16,Jerome County,53,16053,2015,22.81,12.84,3.67,2.66,6.08,2.81,0.0,2.81,536.73,141.55,5.13,0.0,193.67,193.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.16,660.51,744.67,342.64
ID,16,Kootenai County,55,16055,2015,150.35,118.43,34.69,8.0,37.7,0.25,0.53,0.78,85.72,30.53,0.1,0.0,1.23,1.23,0.0,0.46,0.46,0.78,0.0,0.78,0.78,0.0,0.0,0.0,0.0,0.78,0.78,0.78,72.94,58.82,131.76,55.79
ID,16,Latah County,57,16057,2015,38.78,29.66,4.2,0.89,4.71,0.17,0.08,0.25,182.94,48.93,0.11,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.52,65.9,188.42,88.04
ID,16,Lemhi County,59,16059,2015,7.74,3.34,1.63,1.93,3.4,0.0,0.0,0.0,90.89,20.59,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,90.78,94.93,44.97
ID,16,Lewis County,61,16061,2015,3.79,2.98,0.53,0.14,0.64,0.0,0.09,0.09,47.18,13.8,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.02,35.97,47.99,25.87
ID,16,Lincoln County,63,16063,2015,5.3,2.19,0.4,0.55,0.94,0.43,0.0,0.43,248.53,55.28,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.44,154.32,251.76,138.07
ID,16,Madison County,65,16065,2015,38.27,29.42,3.39,0.92,3.97,0.08,1.4,1.48,364.36,129.5,0.17,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.4,260.08,370.48,239.74
ID,16,Minidoka County,67,16067,2015,20.46,10.63,2.81,2.34,4.87,3.8,0.5,4.3,816.83,241.16,1.08,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.88,335.63,827.51,533.31
ID,16,Nez Perce County,69,16069,2015,40.05,38.11,10.07,0.45,9.21,0.28,1.47,1.75,151.21,44.45,0.17,0.04,110.43,110.47,0.0,1.99,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.27,260.84,276.11,79.98
ID,16,Oneida County,71,16071,2015,4.28,2.2,0.72,0.53,1.09,0.0,0.0,0.0,735.27,151.1,0.3,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.96,412.03,736.99,430.82
ID,16,Owyhee County,73,16073,2015,11.31,4.43,0.73,1.01,1.66,0.0,0.43,0.43,773.82,154.48,2.9,0.0,3.32,3.32,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.98,662.27,782.25,419.04
ID,16,Payette County,75,16075,2015,22.9,14.45,1.94,0.99,2.69,0.9,0.58,1.48,425.5,70.05,1.37,0.0,0.0,0.0,0.0,0.01,0.01,1.01,0.0,1.01,1.01,0.0,0.0,0.0,0.0,1.01,1.01,1.01,48.3,384.0,432.3,184.26
ID,16,Power County,77,16077,2015,7.65,4.93,2.15,1.07,3.0,3.01,0.34,3.35,539.99,192.48,0.35,0.0,12.89,12.89,0.01,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.08,207.89,559.97,391.3
ID,16,Shoshone County,79,16079,2015,12.43,10.9,2.48,0.3,2.4,0.0,0.08,0.08,1.09,0.46,0.0,0.0,2.58,2.58,0.0,1.42,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,5.65,7.95,0.81
ID,16,Teton County,81,16081,2015,10.56,4.8,0.78,0.79,1.45,0.0,0.0,0.0,405.66,119.68,0.13,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.56,307.89,407.45,249.74
ID,16,Twin Falls County,83,16083,2015,82.38,58.23,15.74,6.18,21.09,0.16,0.17,0.33,1319.41,297.37,4.35,0.0,653.69,653.69,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.59,1643.13,1999.72,688.64
ID,16,Valley County,85,16085,2015,10.1,4.9,1.55,1.4,2.71,0.0,0.0,0.0,13.36,3.04,0.09,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31,13.16,16.47,6.29
ID,16,Washington County,87,16087,2015,9.98,5.98,0.74,0.48,1.2,0.06,0.62,0.68,414.54,68.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.91,332.98,416.89,204.12
IL,17,Adams County,1,17001,2015,67.01,63.73,10.35,0.26,5.36,5.68,0.0,5.68,1.0,4.85,0.69,0.0,0.0,0.0,0.51,0.08,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.21,8.36,18.57,1.0
IL,17,Alexander County,3,17003,2015,6.78,6.12,1.61,0.05,0.54,0.0,0.0,0.0,2.37,3.97,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.65,4.05,2.37
IL,17,Bond County,5,17005,2015,16.95,15.93,1.3,0.08,1.35,0.0,0.0,0.0,0.01,0.02,0.17,0.0,0.0,0.0,0.53,0.11,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,1.34,2.2,0.01
IL,17,Boone County,7,17007,2015,53.59,41.33,3.56,0.98,4.29,0.43,0.0,0.43,0.86,1.69,0.15,0.0,0.0,0.0,0.02,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.87,0.23,6.1,0.86
IL,17,Brown County,9,17009,2015,6.83,4.04,0.04,0.22,0.54,0.0,0.0,0.0,0.02,0.03,0.14,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.02,0.92,0.02
IL,17,Bureau County,11,17011,2015,33.59,25.52,2.96,0.65,2.69,0.04,0.0,0.04,5.92,12.42,0.37,0.0,0.0,0.0,0.04,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.79,0.23,10.02,5.92
IL,17,Calhoun County,13,17013,2015,4.9,4.64,0.41,0.02,0.39,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.72,0.0
IL,17,Carroll County,15,17015,2015,14.62,8.79,1.03,0.47,1.17,2.74,0.0,2.74,1.13,9.78,0.64,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97,0.07,6.04,1.13
IL,17,Cass County,17,17017,2015,12.85,10.18,1.1,0.21,1.02,1.71,0.0,1.71,9.38,25.56,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.23,12.93,9.38
IL,17,Champaign County,19,17019,2015,208.86,189.8,24.42,1.52,16.7,1.89,0.0,1.89,4.61,15.01,0.2,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.42,0.41,32.83,4.61
IL,17,Christian County,21,17021,2015,33.64,30.36,2.55,0.26,2.69,0.0,0.0,0.0,0.11,0.1,0.28,0.0,0.0,0.0,0.5,0.0,0.5,0.0,942.49,942.49,9.55,0.0,942.49,942.49,9.55,0.0,0.0,0.0,3.46,942.73,946.19,9.66
IL,17,Clark County,23,17023,2015,15.98,15.6,1.6,0.03,1.28,0.0,0.0,0.0,5.01,10.91,0.33,0.0,0.0,0.0,0.72,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.64,0.05,7.69,5.01
IL,17,Clay County,25,17025,2015,13.43,10.05,0.01,0.27,1.07,0.0,0.0,0.0,0.03,0.05,0.46,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.02,1.27,0.03
IL,17,Clinton County,27,17027,2015,37.79,35.04,6.98,0.22,3.02,0.0,0.0,0.0,0.63,1.26,1.31,0.24,0.0,0.24,1.05,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,6.87,10.43,0.63
IL,17,Coles County,29,17029,2015,52.52,49.26,4.1,0.26,4.2,0.0,0.0,0.0,0.28,0.2,0.08,0.0,0.0,0.0,0.59,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,3.72,5.31,0.28
IL,17,Cook County,31,17031,2015,5238.22,5232.98,834.08,0.42,419.06,2.71,62.5,65.21,4.37,3.83,0.02,0.0,0.0,0.0,0.01,2.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.37,890.74,906.11,4.37
IL,17,Crawford County,33,17033,2015,19.41,15.99,2.18,0.27,1.55,2.3,2.46,4.76,5.56,7.43,0.09,0.02,0.01,0.03,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.85,2.54,13.39,5.56
IL,17,Cumberland County,35,17035,2015,10.9,4.56,0.27,0.51,0.88,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.74,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,1.84,0.0
IL,17,DeKalb County,37,17037,2015,104.35,96.87,7.64,0.6,8.35,0.0,0.0,0.0,0.49,0.78,1.37,0.0,0.0,0.0,0.03,2.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.97,2.16,12.13,0.49
IL,17,De Witt County,39,17039,2015,16.25,11.03,1.31,0.42,1.3,0.0,0.0,0.0,0.08,0.08,0.21,0.0,0.0,0.0,0.5,0.0,0.5,0.0,751.81,751.81,7.89,0.0,751.81,751.81,7.89,0.0,0.0,0.0,2.5,751.83,754.33,7.97
IL,17,Douglas County,41,17041,2015,19.82,15.28,0.67,0.36,1.58,0.0,2.88,2.88,0.22,0.25,0.23,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,3.0,4.42,0.22
IL,17,DuPage County,43,17043,2015,933.74,861.1,6.8,5.81,74.7,0.05,0.93,0.98,2.77,2.74,0.0,0.0,0.0,0.0,0.07,0.14,0.21,0.02,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.02,14.85,1.74,16.59,2.79
IL,17,Edgar County,45,17045,2015,17.66,11.51,1.58,0.49,1.41,0.0,0.0,0.0,0.07,0.11,0.44,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,0.02,3.08,0.07
IL,17,Edwards County,47,17047,2015,6.53,6.12,0.04,0.03,0.52,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.64,0.0
IL,17,Effingham County,49,17049,2015,34.37,23.07,2.06,0.9,2.75,0.0,0.0,0.0,0.1,0.1,1.18,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,2.09,4.74,0.1
IL,17,Fayette County,51,17051,2015,22.04,17.89,1.27,0.33,1.76,0.0,0.0,0.0,0.04,0.06,0.22,0.0,0.02,0.02,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.8,2.38,0.04
IL,17,Ford County,53,17053,2015,13.74,10.39,1.44,0.27,1.1,1.46,0.0,1.46,0.55,1.45,0.56,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28,0.04,4.32,0.55
IL,17,Franklin County,55,17055,2015,39.49,37.82,15.39,0.13,3.16,0.0,0.0,0.0,0.22,0.19,0.15,0.0,0.0,0.0,2.21,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,15.5,18.1,0.22
IL,17,Fulton County,57,17057,2015,35.7,27.99,2.55,0.62,2.86,0.0,0.0,0.0,0.07,0.2,0.5,0.0,0.0,0.0,0.01,0.09,0.1,0.0,275.35,275.35,275.35,0.0,0.0,0.0,0.0,0.0,275.35,275.35,3.72,275.47,279.19,275.42
IL,17,Gallatin County,59,17059,2015,5.27,4.79,3.25,0.04,0.42,0.0,0.0,0.0,7.4,31.5,0.02,0.17,0.0,0.17,0.68,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.21,0.35,11.56,7.4
IL,17,Greene County,61,17061,2015,13.24,11.38,0.7,0.15,1.06,0.0,0.0,0.0,0.01,0.01,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.09,1.37,0.01
IL,17,Grundy County,63,17063,2015,50.54,39.75,3.41,0.86,4.04,4.44,0.03,4.47,0.25,0.6,0.06,0.0,0.0,0.0,0.08,0.29,0.37,0.03,446.59,446.62,15.03,0.03,446.59,446.62,15.03,0.0,0.0,0.0,9.08,446.96,456.04,15.28
IL,17,Hamilton County,65,17065,2015,8.2,8.12,0.0,0.01,0.66,0.0,0.0,0.0,0.1,0.27,0.04,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.02,0.65,0.1
IL,17,Hancock County,67,17067,2015,18.54,12.5,1.32,0.48,1.48,0.0,0.0,0.0,0.38,2.71,1.04,0.0,0.0,0.0,0.01,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,0.94,3.26,0.38
IL,17,Hardin County,69,17069,2015,4.14,4.09,0.13,0.0,0.33,0.0,0.0,0.0,0.01,0.04,0.05,0.0,0.0,0.0,0.22,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.01,0.41,0.01
IL,17,Henderson County,71,17071,2015,7.0,6.49,8.82,0.04,0.56,0.0,0.0,0.0,1.6,18.97,0.27,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.72,0.02,10.74,1.6
